sex,age,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,decile_score,is_recid,jail_time
Female,48,Other,0,0,0,0,1,0,409.6
Male,32,African-American,0,0,0,0,8,0,303.8666666666667
Male,36,Caucasian,2,0,0,0,1,0,23.2
Male,20,African-American,1,1,0,1,10,1,1126.4166666666667
Male,23,Caucasian,1,0,0,0,7,0,45.85
Male,39,Caucasian,17,0,0,0,2,1,845.6166666666667
Female,49,Caucasian,6,0,0,0,6,0,120.55
Female,23,Caucasian,1,0,0,0,3,0,101.9
Male,34,African-American,2,0,0,0,10,0,1666.7666666666667
Female,21,African-American,0,0,0,0,9,0,-10.4
Male,20,African-American,1,1,0,0,3,0,21.883333333333333
Female,33,African-American,0,0,0,0,3,0,23.6
Female,21,Caucasian,2,0,0,0,5,0,2924.15
Male,22,African-American,0,0,0,0,7,1,790.35
Male,23,Hispanic,0,0,0,0,7,0,24.633333333333333
Male,26,African-American,2,0,0,0,3,1,50.88333333333333
Male,39,Caucasian,1,1,0,0,4,0,94.16666666666667
Male,26,African-American,5,0,0,0,10,0,1752.75
Male,33,Caucasian,0,0,0,0,1,0,166.2
Male,52,Caucasian,1,0,0,0,1,0,40.266666666666666
Male,36,African-American,0,0,0,0,6,0,19.85
Male,30,African-American,4,0,0,0,7,1,29.916666666666668
Female,23,African-American,3,0,2,0,6,0,31.333333333333332
Male,23,Caucasian,2,0,0,0,7,1,3936.5333333333333
Male,40,Caucasian,1,0,0,0,2,0,21.116666666666667
Male,52,African-American,3,0,0,0,6,1,598.1666666666666
Male,31,African-American,1,0,0,0,1,0,335.56666666666666
Male,37,African-American,1,0,0,0,10,0,75.76666666666667
Male,58,Caucasian,3,0,0,0,4,1,366.15
Male,22,African-American,0,0,0,2,3,1,313.45
Male,24,Other,9,0,1,0,10,1,110.91666666666667
Male,25,African-American,3,0,0,0,7,0,9411.15
Male,40,Hispanic,0,0,0,0,3,0,-0.8166666666666667
Male,53,Caucasian,36,0,0,0,6,1,791.8666666666667
Male,57,African-American,6,0,0,0,9,1,1840.3166666666666
Male,58,African-American,2,0,0,0,7,0,380.73333333333335
Male,25,Caucasian,0,0,0,0,7,0,22.4
Male,33,African-American,5,0,1,0,4,0,26.45
Male,24,Caucasian,2,0,0,0,2,0,26.916666666666668
Male,20,African-American,1,0,0,0,5,0,7251.9
Male,26,Other,0,0,0,0,1,1,53.35
Female,34,Caucasian,10,0,0,0,9,1,333.75
Female,27,Caucasian,1,0,0,0,4,0,23.166666666666668
Male,26,African-American,2,0,0,0,10,1,27.4
Male,41,African-American,9,2,1,0,9,1,23.816666666666666
Male,28,African-American,1,0,0,0,4,1,22.533333333333335
Male,30,Caucasian,3,0,0,0,9,1,15.166666666666666
Male,30,African-American,14,0,0,0,6,1,550.6
Male,47,Caucasian,2,0,0,0,5,1,48.88333333333333
Male,42,African-American,14,0,0,0,7,1,41.5
Male,23,African-American,0,0,0,0,2,1,22.516666666666666
Male,31,African-American,9,0,0,0,8,1,23.0
Male,25,Hispanic,4,0,0,0,4,0,29.2
Female,46,Caucasian,0,0,0,0,1,0,44.81666666666667
Male,50,Hispanic,2,0,0,0,1,0,23.366666666666667
Female,27,Caucasian,0,0,0,0,3,0,13.833333333333334
Male,35,African-American,17,0,1,0,7,1,49.5
Male,47,Hispanic,0,0,0,0,4,0,31.733333333333334
